links-href,picture-src,name,old price,new price,discount,series,color,type,suitable for,cpu brand,cpu name,cpu generation,ssd capacity,ram capacity,gpu processor,os system,screen size,screen resolution,screen type,webcam,warranty,rating,new price vnd,old price vnd,brand
https://www.flipkart.com/lenovo-amd-ryzen-5-hexa-core-7530u-16-gb-512-gb-ssd-windows-11-home-thinkbook-16-g6-thin-light-laptop/p/itm0287d7df6f806?pid=COMGZGWUMTNJDH2P&lid=LSTCOMGZGWUMTNJDH2PTETI1B&marketplace=FLIPKART&q=lenovo+laptop&store=6bo%2Fb5g&srno=s_1_22&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&iid=c8ac93e4-c4a5-4d78-86a6-3aae08de5329.COMGZGWUMTNJDH2P.SEARCH&ssid=tfn5bhihm80000001715784037132&qH=86f3cf6b571c1490,https://rukminim2.flixcart.com/image/416/416/xif0q/computer/o/p/o/thinkbook-16-g6-thin-and-light-laptop-lenovo-original-imagzh4zbzzzgvsk.jpeg?q=70&crop=false,Lenovo AMD Ryzen 5 Hexa Core 7530U ,26248118.0,13101202.0,0.5,ThinkBook 16 G6,Arctic Grey,Thin and Light Laptop,Processing and Multitasking,AMD,Ryzen 5 Hexa Core,Unknow,512,16,AMD Radeon AMD,Windows,16 Inch,2k,WUXGA IPS Anti-glare Display,"HD 720p, with privacy shutter, fixed focus",1 Year Onsite warranty,4.8,"13,101,202 VND","26,248,118 VND",Lenovo
https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-15iru8-thin-light-laptop/p/itm0da6a82c011e2?pid=COMGSVFEFEZZ8ZHP&lid=LSTCOMGSVFEFEZZ8ZHPIFTSGC&marketplace=FLIPKART&q=lenovo+laptop&store=6bo%2Fb5g&srno=s_1_21&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&iid=c8ac93e4-c4a5-4d78-86a6-3aae08de5329.COMGSVFEFEZZ8ZHP.SEARCH&ssid=tfn5bhihm80000001715784037132&qH=86f3cf6b571c1490,https://rukminim2.flixcart.com/image/416/416/xif0q/computer/s/p/p/-original-imahyfx7bqs4qbsg.jpeg?q=70&crop=false,Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U ,19714278.0,12034578.0,0.38,IdeaPad Slim 3,Arctic Grey,Thin and Light Laptop,Processing and Multitasking,Intel,Core i3,13th,512,8,Intel Integrated UHD,Windows,15.6 inch,full hd,"Full HD, IPS, 300nits, Anti-glare",Full HD 1080p with Privacy Shutter,1 Year Carry-in Warranty,4.2,"12,034,578 VND","19,714,278 VND",Lenovo
https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-15irh8-thin-light-laptop/p/itm76f0e5d975817?pid=COMGVQ2YB9SU8KMF&lid=LSTCOMGVQ2YB9SU8KMF2MGQ5W&marketplace=FLIPKART&q=lenovo+laptop&store=6bo%2Fb5g&srno=s_1_20&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&iid=c8ac93e4-c4a5-4d78-86a6-3aae08de5329.COMGVQ2YB9SU8KMF.SEARCH&ssid=tfn5bhihm80000001715784037132&qH=86f3cf6b571c1490,https://rukminim2.flixcart.com/image/416/416/xif0q/computer/y/7/t/-original-imahyfx7md4ghn8v.jpeg?q=70&crop=false,Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H ,24955978.0,18099102.0,0.27,IdeaPad Slim 3,Arctic Grey,Thin and Light Laptop,Processing and Multitasking,Intel,Core i5,13th,512,16,Intel Integrated UHD,Windows,15.6 Inch,full hd,"Full HD, IPS 300nits Anti-glare",Full HD 1080p with Privacy Shutter,1 Year Carry-in Warranty,4.5,"18,099,102 VND","24,955,978 VND",Lenovo
https://www.flipkart.com/lenovo-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-thinkbook-15-g5-thin-light-laptop/p/itm6498bbfcc7c8e?pid=COMGYG23FZPEZTZH&lid=LSTCOMGYG23FZPEZTZHKYP3C6&marketplace=FLIPKART&q=lenovo+laptop&store=6bo%2Fb5g&srno=s_1_19&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&iid=c8ac93e4-c4a5-4d78-86a6-3aae08de5329.COMGYG23FZPEZTZH.SEARCH&ssid=tfn5bhihm80000001715784037132&qH=86f3cf6b571c1490,https://rukminim2.flixcart.com/image/416/416/xif0q/computer/v/5/z/thinkbook-15-g5-thin-and-light-laptop-lenovo-original-imagykccjzym4amu.jpeg?q=70&crop=false,Lenovo AMD Ryzen 7 Octa Core 7730U ,27427500.0,14624952.0,0.46,ThinkBook 15 G5,Mineral Grey,Thin and Light Laptop,Processing and Multitasking,AMD,Ryzen 7 Octa Core,Unknow,512,16,AMD Radeon AMD,Windows,15.6 Inch,full hd,Full HD Anti-glare Display,"HD 720p, with privacy shutter, fixed focus",1 Year Onsite warranty,4.8,"14,624,952 VND","27,427,500 VND",Lenovo
https://www.flipkart.com/lenovo-ideapad-3-intel-core-i7-12th-gen-1255u-16-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itm87bc72ff2efbe?pid=COMGVQ2YZYNBBHVJ&lid=LSTCOMGVQ2YZYNBBHVJYDGGVO&marketplace=FLIPKART&q=lenovo+laptop&store=6bo%2Fb5g&srno=s_1_18&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&iid=c8ac93e4-c4a5-4d78-86a6-3aae08de5329.COMGVQ2YZYNBBHVJ.SEARCH&ssid=tfn5bhihm80000001715784037132&qH=86f3cf6b571c1490,https://rukminim2.flixcart.com/image/416/416/xif0q/computer/h/j/h/-original-imahyh8gqm3byhyg.jpeg?q=70&crop=false,Lenovo IdeaPad 3 Intel Core i7 12th Gen 1255U ,24986452.0,18281952.0,0.26,IdeaPad 3,Arctic Grey,Thin and Light Laptop,Processing and Multitasking,Intel,Core i7,12th,512,16,Intel Integrated Iris Xe,Windows,15.6 Inch,full hd,"Full HD, IPS 300nits Anti-glare",HD 720p with Privacy Shutter,1 Year Carry-in Warranty,0,"18,281,952 VND","24,986,452 VND",Lenovo
https://www.flipkart.com/lenovo-ideapad-gaming-3-amd-ryzen-7-octa-core-6800h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15arh7-laptop/p/itm26222f33449ac?pid=COMGSVFEQYPRDJDB&lid=LSTCOMGSVFEQYPRDJDBMI9P0S&marketplace=FLIPKART&q=lenovo+laptop&store=6bo%2Fb5g&srno=s_1_17&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&iid=c8ac93e4-c4a5-4d78-86a6-3aae08de5329.COMGSVFEQYPRDJDB.SEARCH&ssid=tfn5bhihm80000001715784037132&qH=86f3cf6b571c1490,https://rukminim2.flixcart.com/image/416/416/xif0q/computer/i/1/s/-original-imagzzebftghhzr4.jpeg?q=70&crop=false,Lenovo IdeaPad Gaming 3 AMD Ryzen 7 Octa Core 6800H ,29801502.0,18281952.0,0.38,IdeaPad Gaming 3,Onyx Grey,Gaming Laptop,Gaming,AMD,Ryzen 7 Octa Core,Unknow,512,8,NVIDIA GeForce RTX 3050,Windows,15.6 inch,full hd,"Full HD, IPS 250nits Anti-glare, 45% NTSC, 120Hz, FreeSync",HD 720p with Privacy Shutter,1 Year Onsite Warranty,4.3,"18,281,952 VND","29,801,502 VND",Lenovo
https://www.flipkart.com/lenovo-ideapad-slim-1-amd-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-15alc7-thin-light-laptop/p/itmce54714ae1cd8?pid=COMGN2YDSFGGXYG3&lid=LSTCOMGN2YDSFGGXYG3AXU7RP&marketplace=FLIPKART&q=lenovo+laptop&store=6bo%2Fb5g&srno=s_1_16&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&iid=c8ac93e4-c4a5-4d78-86a6-3aae08de5329.COMGN2YDSFGGXYG3.SEARCH&ssid=tfn5bhihm80000001715784037132&qH=86f3cf6b571c1490,https://rukminim2.flixcart.com/image/416/416/xif0q/computer/8/x/e/-original-imahyyhrqegzvuck.jpeg?q=70&crop=false,Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U ,25291202.0,13710702.0,0.45,IdeaPad Slim 1,Cloud Grey,Thin and Light Laptop,Processing and Multitasking,AMD,Ryzen 5 Hexa Core,Unknow,512,16,AMD Radeon AMD,Windows,15.6 Inch,full hd,"Full HD, IPS, Brightness: 300 nits, Anti-glare",HD 720p with Privacy Shutter,2 Year warranty,4.2,"13,710,702 VND","25,291,202 VND",Lenovo
https://www.flipkart.com/lenovo-ideapad-slim-1-intel-celeron-dual-core-n4020-8-gb-256-gb-ssd-windows-11-home-14igl7-thin-light-laptop/p/itmfce6f4de56afa?pid=COMGQRD7APYQV43R&lid=LSTCOMGQRD7APYQV43RW9ZRFU&marketplace=FLIPKART&q=lenovo+laptop&store=6bo%2Fb5g&srno=s_1_15&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&iid=c8ac93e4-c4a5-4d78-86a6-3aae08de5329.COMGQRD7APYQV43R.SEARCH&ssid=tfn5bhihm80000001715784037132&qH=86f3cf6b571c1490,https://rukminim2.flixcart.com/image/416/416/xif0q/computer/l/s/s/-original-imahyyhxcgzbfcp7.jpeg?q=70&crop=false,Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N4020 ,11486028.0,7006202.0,0.39,IdeaPad Slim 1,Cloud Grey,Thin and Light Laptop,Processing and Multitasking,Intel,Celeron Dual Core,Unknow,256,8,Intel Integrated UHD,Windows,14 Inch,2k,"HD, TN 220nits Anti-glare",HD 720p with Privacy Shutter,1 Year Onsite�Warranty�+ 1 Yr ADP,4.0,"7,006,202 VND","11,486,028 VND",Lenovo
https://www.flipkart.com/lenovo-ideapad-slim-1-intel-celeron-dual-core-n4020-8-gb-256-gb-ssd-windows-11-home-14igl7-laptop/p/itm07581d719f410?pid=COMGDMXVJJB2HGMY&lid=LSTCOMGDMXVJJB2HGMYLAIFLM&marketplace=FLIPKART&q=lenovo+laptop&store=6bo%2Fb5g&srno=s_1_14&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&iid=c8ac93e4-c4a5-4d78-86a6-3aae08de5329.COMGDMXVJJB2HGMY.SEARCH&ssid=tfn5bhihm80000001715784037132&qH=86f3cf6b571c1490,https://rukminim2.flixcart.com/image/416/416/xif0q/computer/i/y/c/-original-imahyfx7gjhh7jf6.jpeg?q=70&crop=false,Lenovo Lenovo Ideapad Slim 1 Intel Celeron Dual Core N4020 ,14045928.0,6396702.0,0.54,Lenovo Ideapad Slim 1,Cloud Grey,Laptop,Processing and Multitasking,Intel,Celeron Dual Core,Unknow,256,8,Intel Integrated UHD Graphics 600,Windows,14 Inch,2k,"HD, TN (220nits Anti-glare)",720p with Privacy Shutter,2 Years Onsite�Warranty,4.1,"6,396,702 VND","14,045,928 VND",Lenovo
https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-14iah8-thin-light-laptop/p/itm7329d9b344191?pid=COMGYHP5ZB4AGZH6&lid=LSTCOMGYHP5ZB4AGZH6FHRJ3V&marketplace=FLIPKART&q=lenovo+laptop&store=6bo%2Fb5g&srno=s_1_13&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&iid=c8ac93e4-c4a5-4d78-86a6-3aae08de5329.COMGYHP5ZB4AGZH6.SEARCH&ssid=tfn5bhihm80000001715784037132&qH=86f3cf6b571c1490,https://rukminim2.flixcart.com/image/416/416/xif0q/computer/d/t/k/14iah8-thin-and-light-laptop-lenovo-original-imagyzx7jhbtqzzs.jpeg?q=70&crop=false,Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H ,21298978.0,16758202.0,0.21,IdeaPad Slim 3,Arctic Grey,Thin and Light Laptop,Processing and Multitasking,Intel,Core i5,12th,512,16,Intel Integrated UHD,Windows,14 Inch,full hd,Full HD IPS 300nits Anti-glare,FHD 1080p with Privacy Shutter,1 Year Carry-in Warranty,0,"16,758,202 VND","21,298,978 VND",Lenovo
https://www.flipkart.com/lenovo-ideapad-slim-3-amd-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-15alc6-thin-light-laptop/p/itm79cd6c84ebdb4?pid=COMGQRD7EGPUUGGH&lid=LSTCOMGQRD7EGPUUGGHL1L521&marketplace=FLIPKART&q=lenovo+laptop&store=6bo%2Fb5g&srno=s_1_12&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&iid=c8ac93e4-c4a5-4d78-86a6-3aae08de5329.COMGQRD7EGPUUGGH.SEARCH&ssid=tfn5bhihm80000001715784037132&qH=86f3cf6b571c1490,https://rukminim2.flixcart.com/image/416/416/xif0q/computer/x/z/h/-original-imaguyhzpne7epz2.jpeg?q=70&crop=false,Lenovo IdeaPad Slim 3 AMD Ryzen 7 Octa Core 5700U ,23279852.0,14152590.0,0.39,IdeaPad Slim 3,Arctic Grey,Thin and Light Laptop,Processing and Multitasking,AMD,Ryzen 7 Octa Core,Unknow,512,16,AMD Radeon AMD,Windows,15.6 Inch,full hd,"Full HD, IPS 300nits Anti-glare",HD 720p with Privacy Shutter,1 Year Onsite Warranty + 1 Year ADP,4.2,"14,152,590 VND","23,279,852 VND",Lenovo
https://www.flipkart.com/lenovo-ideapad-3-intel-core-i3-10th-gen-8-gb-256-gb-ssd-windows-10-home-81wa00k1in-laptop/p/itm85be488de9e78?pid=COMG57X3HRJ5C8KC&lid=LSTCOMG57X3HRJ5C8KCA6PPRQ&marketplace=FLIPKART&q=lenovo+laptop&store=6bo%2Fb5g&srno=s_1_11&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&iid=c8ac93e4-c4a5-4d78-86a6-3aae08de5329.COMG57X3HRJ5C8KC.SEARCH&ssid=tfn5bhihm80000001715784037132&qH=86f3cf6b571c1490,https://rukminim2.flixcart.com/image/416/416/krf91u80/computer/z/0/m/ideapad-slim-laptop-lenovo-original-imag57x3p7bw8y8b.jpeg?q=70&crop=false,Lenovo IdeaPad 3 Intel Intel Core i3 10th Gen ,18281952.0,10663202.0,0.41,IdeaPad 3 Intel,Platinum Grey,Laptop,Everyday Use,Intel,Core i3,10th,256,8,Intel Integrated,Windows,14 inch,full hd,,,2 Year Onsite Warranty,5.0,"10,663,202 VND","18,281,952 VND",Lenovo
https://www.flipkart.com/lenovo-ideapad-gaming-3-amd-ryzen-5-quad-core-5500h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15ach6-laptop/p/itm2a46b1c472cac?pid=COMGSYYS4NDGGPPA&lid=LSTCOMGSYYS4NDGGPPAIBOPWE&marketplace=FLIPKART&q=lenovo+laptop&store=6bo%2Fb5g&srno=s_1_10&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&iid=c8ac93e4-c4a5-4d78-86a6-3aae08de5329.COMGSYYS4NDGGPPA.SEARCH&ssid=tfn5bhihm80000001715784037132&qH=86f3cf6b571c1490,https://rukminim2.flixcart.com/image/416/416/xif0q/computer/r/f/g/-original-imahyfx7ujaemgr9.jpeg?q=70&crop=false,Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Quad Core 5500H ,23767452.0,13710702.0,0.42,IdeaPad Gaming 3,Shadow Black,Gaming Laptop,Gaming,AMD,Ryzen 5 Quad Core,Unknow,512,8,NVIDIA GeForce RTX 2050,Windows,15.6 Inch,full hd,"Full HD IPS 300nits Anti-glare, 45% NTSC, 144Hz",HD 720p with Privacy Shutter,1 Year Carry-in Warranty,4.1,"13,710,702 VND","23,767,452 VND",Lenovo
https://www.flipkart.com/lenovo-ideapad-gaming-3-intel-core-i5-11th-gen-11320h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15ihu6-laptop/p/itmc4612af4ab758?pid=COMGSVFEDNZGYFY5&lid=LSTCOMGSVFEDNZGYFY5F8E3MN&marketplace=FLIPKART&q=lenovo+laptop&store=6bo%2Fb5g&srno=s_1_9&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&iid=c8ac93e4-c4a5-4d78-86a6-3aae08de5329.COMGSVFEDNZGYFY5.SEARCH&ssid=tfn5bhihm80000001715784037132&qH=86f3cf6b571c1490,https://rukminim2.flixcart.com/image/416/416/xif0q/computer/5/u/p/-original-imagzzff4zrqn3hk.jpeg?q=70&crop=false,Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 11320H ,21725628.0,13863078.0,0.36,IdeaPad Gaming 3,Black,Gaming Laptop,Gaming,Intel,Core i5,11th,512,8,NVIDIA GeForce RTX 2050,Windows,15.6 inch,full hd,"Full HD, IPS, 250nits, Anti-glare, 45% NTSC, 60Hz",HD 720p with Privacy Shutter,1 Year Onsite Warranty,4.2,"13,863,078 VND","21,725,628 VND",Lenovo
https://www.flipkart.com/lenovo-amd-ryzen-5-hexa-core-7530u-16-gb-512-gb-ssd-windows-11-home-thinkbook-15-g5-thin-light-laptop/p/itmf1e454049a285?pid=COMGYG23WVSJEEYW&lid=LSTCOMGYG23WVSJEEYWHUBZJN&marketplace=FLIPKART&q=lenovo+laptop&store=6bo%2Fb5g&srno=s_1_8&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&iid=c8ac93e4-c4a5-4d78-86a6-3aae08de5329.COMGYG23WVSJEEYW.SEARCH&ssid=tfn5bhihm80000001715784037132&qH=86f3cf6b571c1490,https://rukminim2.flixcart.com/image/416/416/xif0q/computer/v/5/z/thinkbook-15-g5-thin-and-light-laptop-lenovo-original-imagykccjzym4amu.jpeg?q=70&crop=false,Lenovo AMD Ryzen 5 Hexa Core 7530U ,24794460.0,12796452.0,0.48,ThinkBook 15 G5,Mineral Grey,Thin and Light Laptop,Processing and Multitasking,AMD,Ryzen 5 Hexa Core,Unknow,512,16,AMD Radeon AMD,Windows,15.6 Inch,full hd,Full HD Anti-glare Display,"HD 720p, with privacy shutter, fixed focus",1 Year Onsite warranty,5.0,"12,796,452 VND","24,794,460 VND",Lenovo
https://www.flipkart.com/lenovo-ideapad-slim-1-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-15amn7-thin-light-laptop/p/itm3ee2f5da49d46?pid=COMGNY3BTHRQ8MJG&lid=LSTCOMGNY3BTHRQ8MJG2YIZH3&marketplace=FLIPKART&q=lenovo+laptop&store=6bo%2Fb5g&srno=s_1_7&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&iid=c8ac93e4-c4a5-4d78-86a6-3aae08de5329.COMGNY3BTHRQ8MJG.SEARCH&ssid=tfn5bhihm80000001715784037132&qH=86f3cf6b571c1490,https://rukminim2.flixcart.com/image/416/416/xif0q/computer/a/u/x/15amn7-thin-and-light-laptop-lenovo-original-imagz3rwynfugcnz.jpeg?q=70&crop=false,Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U ,19531428.0,9444202.0,0.51,IdeaPad Slim 1,Cloud Grey,Thin and Light Laptop,Processing and Multitasking,AMD,Ryzen 3 Quad Core,Unknow,512,8,AMD Radeon AMD Radeon 610M Graphics,Windows,15.6 inch,full hd,"FHD, TN 220nits, Anti-glare",HD 720p with Privacy Shutter,1 Year Onsite warranty,4.1,"9,444,202 VND","19,531,428 VND",Lenovo
https://www.flipkart.com/lenovo-v15-series-amd-athlon-dual-core-7120u-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm575eadcc5ae49?pid=COMGWB8REKMC9SGQ&lid=LSTCOMGWB8REKMC9SGQTN9ZQJ&marketplace=FLIPKART&q=lenovo+laptop&store=6bo%2Fb5g&srno=s_1_6&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&iid=c8ac93e4-c4a5-4d78-86a6-3aae08de5329.COMGWB8REKMC9SGQ.SEARCH&ssid=tfn5bhihm80000001715784037132&qH=86f3cf6b571c1490,https://rukminim2.flixcart.com/image/416/416/xif0q/computer/6/g/h/v15g4-laptop-lenovo-original-imagv65uhfgjb82h.jpeg?q=70&crop=false,Lenovo V15 Series AMD Athlon Dual Core 7120U ,11580500.0,7221356.0,0.37,V15 Series,Silver,Thin and Light Laptop,Processing and Multitasking,AMD,Athlon Dual Core,Unknow,512,8,AMD Radeon AMD,Windows,15.6 Inch,full hd,Full HD,HD Camera,1 Year Onsite Warranty,4.2,"7,221,356 VND","11,580,500 VND",Lenovo
https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-12th-gen-1215u-8-gb-256-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itm9fcf3daf70e1b?pid=COMGSVFEHCEWXFBQ&lid=LSTCOMGSVFEHCEWXFBQHLPEDL&marketplace=FLIPKART&q=lenovo+laptop&store=6bo%2Fb5g&srno=s_1_5&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&iid=c8ac93e4-c4a5-4d78-86a6-3aae08de5329.COMGSVFEHCEWXFBQ.SEARCH&ssid=tfn5bhihm80000001715784037132&qH=86f3cf6b571c1490,https://rukminim2.flixcart.com/image/416/416/xif0q/computer/n/j/p/-original-imahyyhrr2drf6d3.jpeg?q=70&crop=false,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U ,15325878.0,9508200.0,0.37,IdeaPad Slim 3,Arctic Grey,Thin and Light Laptop,Processing and Multitasking,Intel,Core i3,12th,256,8,Intel Integrated UHD,Windows,15.6 inch,full hd,"Full HD, TN, 220nits, Anti-glare",HD 720p with Privacy Shutter,1 Year Carry-in Warranty,4.2,"9,508,200 VND","15,325,878 VND",Lenovo
https://www.flipkart.com/lenovo-v15-amd-ryzen-3-hexa-core-5300u-8-gb-512-gb-ssd-windows-11-home-g2-alc-thin-light-laptop/p/itmfcce7edb30b87?pid=COMGZ3SPV5HJS79B&lid=LSTCOMGZ3SPV5HJS79BJ9TAXQ&marketplace=FLIPKART&q=lenovo+laptop&store=6bo%2Fb5g&srno=s_1_4&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&iid=c8ac93e4-c4a5-4d78-86a6-3aae08de5329.COMGZ3SPV5HJS79B.SEARCH&ssid=tfn5bhihm80000001715784037132&qH=86f3cf6b571c1490,https://rukminim2.flixcart.com/image/416/416/xif0q/computer/d/t/c/v15-g2-alc-laptop-lenovo-original-imaghq2ffspmtfuh.jpeg?q=70&crop=false,Lenovo V15 AMD Ryzen 3 Hexa Core 5300U ,16761250.0,8042352.0,0.52,V15,Iron Grey,Thin and Light Laptop,Processing and Multitasking,AMD,Ryzen 3 Hexa Core,Unknow,512,8,AMD Radeon AMD,Windows,15.6 Inch,full hd,Full HD Anti-glare Display,"1MP HD with dual Array Microphone, with Thinkshutter",1 Year Onsite Warranty,4.1,"8,042,352 VND","16,761,250 VND",Lenovo
https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itm07f540e13a0e8?pid=COMGP26H8PHCAMZE&lid=LSTCOMGP26H8PHCAMZEFQNPB4&marketplace=FLIPKART&q=lenovo+laptop&store=6bo%2Fb5g&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&iid=c8ac93e4-c4a5-4d78-86a6-3aae08de5329.COMGP26H8PHCAMZE.SEARCH&ssid=tfn5bhihm80000001715784037132&qH=86f3cf6b571c1490,https://rukminim2.flixcart.com/image/416/416/xif0q/computer/n/j/p/-original-imahyyhrr2drf6d3.jpeg?q=70&crop=false,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U ,17946728.0,10544350.0,0.41,IdeaPad Slim 3,Arctic Grey,Thin and Light Laptop,Processing and Multitasking,Intel,Core i3,12th,512,8,Intel Integrated UHD,Windows,39.62 cm,full hd,Full HD TN 250nits Anti-glare,HD 720p with Privacy Shutter,1 year onsite + 1 year accidental damage protection,4.2,"10,544,350 VND","17,946,728 VND",Lenovo
https://www.flipkart.com/lenovo-v15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-g4-amn-1-thin-light-laptop/p/itm5819401743e27?pid=COMGPYKZAWY8UX6C&lid=LSTCOMGPYKZAWY8UX6CSCLSXL&marketplace=FLIPKART&q=lenovo+laptop&store=6bo%2Fb5g&spotlightTagId=FkPickId_6bo%2Fb5g&srno=s_1_2&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_ps&fm=search-autosuggest&iid=c8ac93e4-c4a5-4d78-86a6-3aae08de5329.COMGPYKZAWY8UX6C.SEARCH&ppt=sp&ppn=sp&ssid=tfn5bhihm80000001715784037132&qH=86f3cf6b571c1490,https://rukminim2.flixcart.com/image/416/416/xif0q/computer/j/d/o/v15-g4-thin-and-light-laptop-lenovo-original-imagq57gsgyxxasy.jpeg?q=70&crop=false,Lenovo V15 AMD Ryzen 3 Quad Core 7320U ,18102150.0,8529952.0,0.52,V15,Arctic Grey,Thin and Light Laptop,Processing and Multitasking,AMD,Ryzen 3 Quad Core,Unknow,512,8,AMD Radeon AMD,Windows,39.62 cm,full hd,Full HD Anti-glare Display,"HD 720p, with privacy shutter, fixed focus",1 Year Onsite Warranty,4.2,"8,529,952 VND","18,102,150 VND",Lenovo
